,rest_id,rest_name,rest_url,rest_address,city,latitude,longitude,rest_timing,rest_rating,cuisines,features
92,93,The Rajwada Library Bar - The Oberoi Rajvilas,https://www.zomato.com/jaipur/the-rajwada-library-bar-the-oberoi-rajvilas-agra-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Oberoi Rajvilas, Goner Road, Near Agra Road, Jaipur",Jaipur,26.876271396,75.8824771643,6 PM to 11 PM,3.3,Finger Food,"['Dinner', 'Cash', 'Debit Card', 'Credit Card', 'Indoor Seating', 'Wheelchair Accessible', 'Nightlife', 'Fullbar', '4/5 Star', 'Valet Parking Available', 'Air Conditioned']"
102,103,Le Gourmet Restaurant,https://www.zomato.com/jaipur/le-gourmet-restaurant-amer?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Buena Vista Resorts, Delhi- Jaipur Highway Pili Ki Talai, Amer, Jaipur",Jaipur,26.9830500286,75.9063146263,7 PM to 11 PM,0.0,"North Indian, Continental","['Dinner', 'Cash', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Fullbar', 'Beer', 'Digital Payments Accepted', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Table reservation required', 'Air Conditioned']"
125,126,Mehrab-Royal Heritage Haveli,https://www.zomato.com/jaipur/mehrab-royal-heritage-haveli-khatipura-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 116, Khatipura Tiraya, Jhotwara Road, Khatipura Road, Jaipur",Jaipur,26.9252763013,75.7457653061,11 AM to 11 PM,3.1,"Finger Food, North Indian, Continental","['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Indoor Seating', 'Wheelchair Accessible', 'Nightlife', 'Outdoor Seating', 'Poolside', 'Serves Cocktails', 'Air Conditioned', 'Smoking Area', 'Fullbar']"
150,151,Mansagar - Trident Jaipur,https://www.zomato.com/jaipur/mansagar-trident-jaipur-amer-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Trident Jaipur, Opposite Jal Mahal, Amer Road, Jaipur",Jaipur,26.9567323584,75.8431831375,11 AM to 11 PM,3.2,Finger Food,"['Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Lunch', 'Indoor Seating', 'Wheelchair Accessible', 'Nightlife', 'Outdoor Seating', 'Air Conditioned', 'Fullbar']"
151,152,Cafe Amer - The Gold Palace & Resorts,https://www.zomato.com/jaipur/cafe-amer-the-gold-palace-resorts-kukas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Gold Palace & Resorts, 8th Mile Amer Fort, Jaipur-Delhi Highway, Kukas, Jaipur",Jaipur,27.0465389063,75.90272616600001,11 AM to 11 PM,3.2,Finger Food,"['Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Lunch', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Wheelchair Accessible', 'Nightlife']"
153,154,Chak 74,https://www.zomato.com/jaipur/chak-74-bani-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Nirbana Palace, Main D Villa Building, Khasa Kothi Circle, Station Road, Bani Park, Jaipur",Jaipur,26.921726,75.794774,11 AM to 11 PM,3.1,"North Indian, Continental","['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Debit Card', 'Serves Alcohol', 'Fullbar', 'Indoor Seating', 'Poolside', 'Air Conditioned', 'Smoking Area']"
156,157,Ehsaas - Pride Amber Vilas,https://www.zomato.com/jaipur/ehsaas-pride-amber-vilas-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pride Amber Vilas, 12 Mile, Vatika Mod, Tonk Road, Jaipur",Jaipur,26.7682225735,75.8361584321,11 AM to 11 PM (Mon-Sun),3.2,Finger Food,"['Cash', 'Credit Card', 'Debit Card', 'Fullbar', 'Wifi', 'Indoor Seating', 'Air Conditioned', 'Nightlife']"
175,176,Shikaar Bagh,https://www.zomato.com/jaipur/shikaar-bagh-narayan-singh-circle?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Narain Niwas, Kanota Bagh, Narayan Singh Circle, Jaipur",Jaipur,26.8987860704,75.8141244203,12noon – 1am (Mon-Sun),4.1,"Continental, Italian, North Indian, Rajasthani","['Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Outdoor Seating', 'Table booking recommended']"
180,181,Caffe Palladio Jaipur,https://www.zomato.com/jaipur/caffe-palladio-jaipur-1-narayan-singh-circle?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Santha Bagh, 100, J.LN. Marg, Near Trimurti Circle, Narayan Singh Circle, Jaipur",Jaipur,26.8996968257,75.8160016313,"12:30 PM to 10 PM (Mon, Wed-Sat), 10:30 AM to 10 PM (Sun), Tue Closed",3.9,"Italian, Turkish, Lebanese","['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'All Day Breakfast', 'Indoor Seating', 'Table booking recommended', 'Wifi']"
184,185,Yadhuvans Corner,https://www.zomato.com/jaipur/yadhuvans-corner-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"114, Narsingh Vihar, Near Skit College, Jagatpura, Near Malviya Nagar, Jaipur",Jaipur,26.8237808561,75.8656375855,8 AM to 10 PM,2.9,Street Food,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
185,186,Jagan Momos,https://www.zomato.com/jaipur/jagan-momos-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 16, Opposite Amit Bharadwaj Petrol Pump, Sector 6, Malviya Nagar, Jaipur",Jaipur,26.8450750091,75.8084438369,4:30 AM to 10:30 PM,3.1,"Chinese, Momos, Fast Food","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']"
189,190,Durgadas Chaat Bhandar,https://www.zomato.com/jaipur/durgadas-chaat-bhandar-adarsh-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"15/120, Dusra Chauraha, Baraf Khana Road, Adarsh Nagar, Jaipur",Jaipur,26.8973427803,75.8351378515,5:30 PM to 11 PM,3.9,Street Food,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg']"
190,191,The Kathi Roll Express,https://www.zomato.com/jaipur/the-kathi-roll-express-1-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sector 2, Satkar Shopping Centre, Near Hanuman Mandir, Malviya Nagar, Jaipur",Jaipur,26.8511651118,75.8191907778,8 AM to 2 AM,3.6,Rolls,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']"
192,193,Crazy Samosa,https://www.zomato.com/jaipur/crazy-samosa-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-1, Sharma Colony, Vijay Nagar 2, Kartarpura, Tonk Road, Jaipur",Jaipur,26.888172807800004,75.788404718,8am – 10pm (Mon-Sun),3.6,Street Food,"['Lunch', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Delivery', 'Digital Payments Accepted', 'Pure Veg']"
193,194,Jaina Idli Dosa Ghol Centre,https://www.zomato.com/jaipur/jaina-idli-dosa-ghol-centre-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12, Liberty Showroom, Near Gopalpura Flyover, Tonk Road, Jaipur",Jaipur,26.8591030817,75.7957066968,9 AM to 7 PM,3.7,South Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
194,195,Motu Ke Samose,https://www.zomato.com/jaipur/motu-ke-samose-sodala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"P N B Pawan Tower, Baikunth Nagar, Near Bata Showroom, Sodala, Jaipur",Jaipur,26.901605,75.773017,8am – 10pm (Mon-Sun),3.7,"Street Food, Fast Food","['No Seating Available', 'Cash', 'Takeaway Available', 'Standing Tables', 'Delivery', 'Digital Payments Accepted', 'Desserts and Bakes']"
196,197,New Ganesh Pavitra Bhojnalaya,https://www.zomato.com/jaipur/new-ganesh-pavitra-bhojnalaya-lal-kothi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop B-4, 5 Lal Kothi Yojna Behind New Vidhan Shaba, Lal Kothi, Jaipur",Jaipur,26.88980191,75.79682618380001,11 AM to 11 PM,3.5,North Indian,"['Dinner', 'Lunch', 'Takeaway Available', 'Delivery', 'Cash', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating']"
198,199,Laxmi Chat Bhandar,https://www.zomato.com/jaipur/laxmi-chat-bhandar-mi-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Link Road, Bapu Bazaar, MI Road, Jaipur",Jaipur,26.916829078400003,75.82213014359999,11 AM to 10 PM,3.4,"Street Food, South Indian","['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg']"
199,200,Sagar Amritsari Kulche Chhole,https://www.zomato.com/jaipur/sagar-amritsari-kulche-chhole-raja-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"38, Opposite UCO Bank, Gurunank Pura, Near Raja Park, Jaipur",Jaipur,26.8941125782,75.8251687512,8:30 AM to 4 PM,3.5,Street Food,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg']"
200,201,Bombay Brunch,https://www.zomato.com/jaipur/bombay-brunch-raja-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"219, Arya Samaj, Raja Park, Jaipur",Jaipur,26.896008012,75.82637541,9:30 AM to 11 PM,3.7,Street Food,"['Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
201,202,Shahi Kaju Samosa,https://www.zomato.com/jaipur/shahi-kaju-samosa-raja-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1768\19, Part B, Agrasen Road, Opposite Ankur Cinema Hall, Ghat Gate, Near Raja Park, Jaipur",Jaipur,26.912832891500003,75.83423059430001,8am – 7pm (Mon-Sun),3.6,Street Food,"['Lunch', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Cash', 'Breakfast', 'Digital Payments Accepted', 'Pure Veg']"
203,204,Abhishek Pohaa Bhandaar,https://www.zomato.com/jaipur/abhishek-pohaa-bhandaar-shyam-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Front of Jais Garden, King's Road, Nirman Nagar Shyam Nagar, Jaipur",Jaipur,26.8839522234,75.7524704933,7 AM to 8 PM,3.6,North Indian,"['Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
204,205,Chitrakoot Kachori Bhandaar,https://www.zomato.com/jaipur/chitrakoot-kachori-bhandaar-chitrakoot?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6/433-434, Rajawat Manor, Opposite SBI Bank, Chitrakoot, Jaipur",Jaipur,26.8972052377,75.7390983403,7:30am – 7:30pm (Mon-Sun),3.6,Street Food,"['Cash', 'Lunch', 'Standing Tables', 'Takeaway Available', 'Breakfast', 'Digital Payments Accepted', 'Pure Veg']"
205,206,Rohit Bhaiya Bombey Ka Bada Pav,https://www.zomato.com/jaipur/rohit-bhaiya-bombey-ka-bada-pav-brahmpuri?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop Number 163, Opposite Millennium School, Brahmpuri Road, Brahmpuri, Jaipur",Jaipur,26.9349250976,75.8234635368,3 PM to 11 PM,3.3,"Street Food, Maharashtrian","['Cash', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
206,207,Apple Pie Cafe & Shakes,https://www.zomato.com/jaipur/apple-pie-cafe-shakes-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"LG-09, C2 Plaza, Near Apex Circle, Malviya Nagar, Jaipur",Jaipur,26.8581136327,75.8240640163,10 AM to 3 AM,3.1,"Cafe, Fast Food, Beverages","['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
208,209,Bhayaji Ke Samose,https://www.zomato.com/jaipur/bhayaji-ke-samose-raja-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"142, Parnami Chouraha, Raja Park, Jaipur",Jaipur,26.897247995500003,75.8238611743,8 AM to 8 PM,3.4,Fast Food,"['Cash', 'Lunch', 'Dinner', 'Delivery', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']"
209,210,Yaara de Samose,https://www.zomato.com/jaipur/yaara-de-samose-vaishali-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D9/83, Sector 9, Chitrakoot, Vaishali Nagar, Jaipur",Jaipur,26.9019384006,75.7397440821,8 AM to 11 PM,3.4,Fast Food,"['Breakfast', 'Dinner', 'Takeaway Available', 'Cash', 'Lunch', 'No Alcohol Available', 'Indoor Seating']"
210,211,Jai Shri Ram Chat Bhandar,https://www.zomato.com/jaipur/jai-shri-ram-chat-bhandar-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"176, Ghee Walon ka Rasta, Johari Bazaar, Pink City, Jaipur",Jaipur,26.9197734365,75.8265222609,7 AM to 11 PM,3.3,"Street Food, Fast Food","['Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg']"
212,213,Delhi Chaat & Cafe,https://www.zomato.com/jaipur/delhi-chaat-cafe-adarsh-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",Jaipur,26.9104453363,75.8205516636,10 AM to 10 PM,3.2,Street Food,"['Credit Card', 'Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Pure Veg']"
213,214,Bodyfuel,https://www.zomato.com/jaipur/bodyfuel-vaishali-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C 9/16, Chitrakoot, Vaishali Nagar, Jaipur",Jaipur,26.900082,75.738914,11 AM to 11 PM,3.1,Fast Food,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']"
214,215,Raju Egg Corner,https://www.zomato.com/jaipur/raju-egg-corner-vidhyadhar-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ambabari, Near Traffic Signal, Vidhyadhar Nagar, Jaipur",Jaipur,26.9401151803,75.7778089866,4 PM to 10:30 PM,3.2,Street Food,"['Dinner', 'Cash', 'No Seating Available', 'Standing Tables', 'Takeaway Available', 'Digital Payments Accepted']"
216,217,Shekhawati Pavitra Bhojnalaya,https://www.zomato.com/jaipur/shekhawati-pavitra-bhojnalaya-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"52, Lane 3, Kailash Puri Colony, Milap Nagar, Tonk Road, Jaipur",Jaipur,26.8564233538,75.7999968901,8 AM to 2 PM,3.0,North Indian,"['Lunch', 'Cash', 'No Alcohol Available', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
217,218,T Point,https://www.zomato.com/jaipur/t-point-1-vidhyadhar-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-24, Ganpati Enclave, Central Spin, Vidyadhar Nagar, Jaipur",Jaipur,26.9575897503,75.7775203139,8 AM to 11 PM,3.2,"Fast Food, Tea, Desserts","['Cash', 'Delivery', 'Takeaway Available', 'Digital Payments Accepted', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']"
218,219,Laxmi Pavitra Bhojnalaya & Restaurant,https://www.zomato.com/jaipur/laxmi-pavitra-bhojnalaya-restaurant-amer?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Rajavatan Ka Chowk, Near Government Girls School, Amer, Jaipur",Jaipur,26.987903576300003,75.86212355640001,"8 AM to 4 PM, 6 PM to 10 PM",3.1,North Indian,"['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']"
278,279,Biryani Turnovers,https://www.zomato.com/jaipur/biryani-turnovers-raja-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 221, Panchvati Circle, Raja Park, Jaipur",Jaipur,26.8931374893,75.8319466934,11am – 11:30pm (Mon-Sun),4.4,Biryani,"['Breakfast', 'Cash', 'Lunch', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']"
282,283,Cafe WIP - Construction Site and Coffee House,https://www.zomato.com/jaipur/cafe-wip-construction-site-and-coffee-house-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"501, Rooftop-3rd Floor, Surya Nagar, Gopalpura Bypass Road, Mansarovar, Jaipur",Jaipur,26.871987562,75.7797851041,6pm – 1am (Mon-Sun),4.4,"Fast Food, Beverages","['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Rooftop', 'Digital Payments Accepted', 'Pure Veg']"
304,305,Parampara The Restaurant,https://www.zomato.com/jaipur/parampara-the-restaurant-amer-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Brahmpuri Police Station, Amer Road, Jaipur",Jaipur,26.9409948164,75.8383860067,10 AM to 10 PM,2.0,"North Indian, Chinese","['Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Debit Card', 'Breakfast', 'No Alcohol Available', 'Wifi', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Table booking not available']"
306,307,Namaste Rajasthan,https://www.zomato.com/jaipur/namaste-rajasthan-amer-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 1, Govind Puri (West), Near Ramgarh Mod, Amer Road, Jaipur",Jaipur,26.948067523,75.8404137567,10 AM to 10 PM,2.2,"North Indian, Rajasthani, Chinese","['Takeaway Available', 'No Alcohol Available', 'Lunch', 'Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Air Conditioned', 'Table booking not available', 'Indoor Seating']"
307,308,Pizza City,https://www.zomato.com/jaipur/pizza-city-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 24, Kalyan Colony, Opposite Gaurav Tower, JLN Marg, Malviya Nagar, Jaipur",Jaipur,26.8547115131,75.8076264337,11 AM to 11 PM,2.3,"Pizza, Chinese, Italian","['Lunch', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Self Service', 'Pure Veg', 'Digital Payments Accepted']"
308,309,Pink City Kings,https://www.zomato.com/jaipur/pink-city-kings-amer-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14, Jorawar Singh Gate, Amer Road, Jaipur",Jaipur,26.9364022809,75.8338436857,10 AM to 11 PM,2.3,North Indian,"['Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Outdoor Seating', 'Rooftop', 'Air Conditioned', 'Smoking Area', 'Indoor Seating', 'Digital Payments Accepted']"
309,310,Chawla's Snacks & Sweets,https://www.zomato.com/jaipur/chawlas-snacks-sweets-raja-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"349, Fashion Street, Lane 1, Raja Park, Jaipur",Jaipur,26.8955281016,75.8275743574,7:30 AM to 11 PM,2.3,"Mithai, North Indian, Fast Food, Street Food","['Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Desserts and Bakes']"
310,311,Bayleaf,https://www.zomato.com/jaipur/bayleaf-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 18, Girdhar Marg, Malviya Nagar, Jaipur",Jaipur,26.847903975700003,75.804438293,7 AM to 11 PM (Mon-Sun),2.3,"North Indian, Chinese, Italian","['Cash', 'Breakfast', 'Lunch', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Pure Veg', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Wifi']"
312,313,Shri Ram Hotel,https://www.zomato.com/jaipur/shri-ram-hotel-amer-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shri Ram Hotel, Near Jorawar Singh Gate, Amer Road, Jaipur",Jaipur,26.9361006884,75.8337568492,8 AM to 11 PM,2.3,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']"
314,315,Shahi Kake Di Hatti,https://www.zomato.com/jaipur/shahi-kake-di-hatti-1-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"70/34, Patel Marg, Mansarovar, Jaipur",Jaipur,26.8536200254,75.7707433775,11 AM to 11 PM,2.4,"North Indian, South Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Lunch', 'Debit Card', 'Air Conditioned', 'Live Sports Screening', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Wifi', 'Pure Veg', 'Indoor Seating']"
315,316,Chilaxx and Relaxx,https://www.zomato.com/jaipur/chilaxx-and-relaxx-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-A, Prajapati Nagar-B, Gram Manpur Devari, Golyawas, Sanganer, Mansarovar, Jaipur",Jaipur,26.84853216,75.75868517159999,"12midnight – 5am, 11am – 12midnight (Mon-Sun)",2.4,"North Indian, Chinese","['No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Delivery', 'Digital Payments Accepted', 'Pure Veg']"
319,320,Rajasthani Thali Restaurant,https://www.zomato.com/jaipur/rajasthani-thali-restaurant-bani-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"AC 4, Gayatri Sadan, Near Collector Circle, Next to IDBI Bank ATM, Sawai Jai Singh Highway, Bani Park, Jaipur",Jaipur,26.9273882324,75.7908626273,11 AM to 11 PM,2.4,Rajasthani,"['Takeaway Available', 'Lunch', 'Credit Card', 'Cash', 'Delivery', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Table Reservation Not Required', 'Digital Payments Accepted']"
320,321,The Royal Treat,https://www.zomato.com/jaipur/the-royal-treat-amer-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"New Ramgarh Mod, Amer Road, Jaipur",Jaipur,26.9455533916,75.8401435241,8 AM to 5 PM,2.4,"North Indian, Continental","['Lunch', 'Cash', 'Debit Card', 'Credit Card', 'Fullbar', 'Indoor Seating', 'Air Conditioned']"
321,322,Mr Bean's Pizza,https://www.zomato.com/jaipur/mr-beans-pizza-1-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7 Number Stand. Jagatpura, Malviya Nagar, Jaipur",Jaipur,26.8253818637,75.8463605493,6 PM to 11 PM,2.4,Italian,"['Cash', 'Takeaway Available', 'Delivery']"
322,323,Jinni Bakers and Confectioners,https://www.zomato.com/jaipur/jinni-bakers-and-confectioners-bapu-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A 1-2, Janta Store, Bapu Nagar, Jaipur",Jaipur,26.8907474244,75.8100384101,10 AM to 10:30 PM (Mon-Sun),2.4,Fast Food,"['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted', 'Desserts and Bakes']"
323,324,Cinnamon,https://www.zomato.com/jaipur/cinnamon-bani-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Hamston Park, B-22/B-1-2, Shiv Marg, Collectorate Circle, Bani Park, Jaipur",Jaipur,26.9268827476,75.7944862917,7 AM to 10:30 PM,2.4,North Indian,"['Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Breakfast', 'Lunch', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Table Reservation Not Required']"
325,326,Venus Continental Restaurant,https://www.zomato.com/jaipur/venus-continental-restaurant-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 62-65, Janta Market, Opposite Jhulelal Mandir, Kanwar Nagar, Hawa Mahal Road, Pink City, Jaipur",Jaipur,26.9305654708,75.827851966,10 AM to 10 PM,2.5,"North Indian, Chinese","['Delivery', 'Breakfast', 'Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Table booking not available']"
326,327,Momo Factory,https://www.zomato.com/jaipur/momo-factory-vaishali-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"136, Mahadev Nagar, Behind Akshardham Temple, Gandhi Path, Vaishali Nagar, Jaipur",Jaipur,26.9030428765,75.74171751739999,7:30AM to 9PM (Mon-Sun),2.5,"Momos, Fast Food","['Lunch', 'No Seating Available', 'Cash', 'Takeaway Available', 'Breakfast', 'Delivery', 'Digital Payments Accepted']"
327,328,Ozone Resto Lounge,https://www.zomato.com/jaipur/ozone-resto-lounge-shyam-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D 88, 2nd Floor, Near Panasonic Showroom, Janpath, Shyam Nagar, Jaipur",Jaipur,26.8945045848,75.7683354244,11 AM to 11 PM,2.5,"North Indian, Chinese, Fast Food","['Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Indoor Seating', 'Rooftop', 'Air Conditioned', 'Digital Payments Accepted', 'Pure Veg', 'Outdoor Seating', 'Table Reservation Not Required']"
329,330,Cafe Shafe,https://www.zomato.com/jaipur/cafe-shafe-vidhyadhar-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-3, Hanumant Tower, Central Spine, Vidhyadhar Nagar, Jaipur",Jaipur,26.9592064945,75.7794756442,10 AM to 9 PM,2.5,Fast Food,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Air Conditioned']"
330,331,Heritage Buffet,https://www.zomato.com/jaipur/heritage-buffet-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"334, Chandi ki Taksal, Near Ram Prakash Cinema Hall, Pink City, Jaipur",Jaipur,26.928312806300003,75.82835420970001,8AM to 8PM (Mon-Sun),2.5,"North Indian, Chinese, South Indian, Rajasthani, Fast Food","['Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Breakfast', 'City View', 'Indoor Seating', 'Air Conditioned', 'Outdoor Seating', 'Pure Veg']"
